survey,variable,concept,year,quarter,target_year,target_period,horizon_class,horizon_years,horizon_quarters,bin_scheme,threshold,n,probability_lower,probability_upper,probability_uniform,n_positive_lower,n_positive_upper,share_positive_lower,share_positive_upper,open_tail_threshold
us,PRGDP,real_gdp,2009,4,2009,,current_year,0.0,1,prgdp_2009q2_2020q1,10.0,40,0.0,0.00025,,0,1,0.0,0.025,True
us,PRGDP,real_gdp,2009,4,2010,,next_year,1.0,5,prgdp_2009q2_2020q1,3.0,39,0.33103337198814586,0.33103337198814586,0.33103337198814586,38,38,0.9743589743589743,0.9743589743589743,False
us,PRGDP,real_gdp,2009,4,2010,,next_year,1.0,5,prgdp_2009q2_2020q1,4.0,39,0.09743589743589744,0.09743589743589744,0.09743589743589744,22,22,0.5641025641025641,0.5641025641025641,False
us,PRGDP,real_gdp,2009,4,2010,,next_year,1.0,5,prgdp_2009q2_2020q1,5.0,39,0.02230769230769231,0.02230769230769231,0.02230769230769231,7,7,0.1794871794871795,0.1794871794871795,False
us,PRGDP,real_gdp,2009,4,2010,,next_year,1.0,5,prgdp_2009q2_2020q1,10.0,39,0.0,0.0056410256410256415,,0,5,0.0,0.1282051282051282,True
us,PRGDP,real_gdp,2009,4,2011,,year_after_next,2.0,9,prgdp_2009q2_2020q1,3.0,33,0.46469696969696966,0.46469696969696966,0.46469696969696966,33,33,1.0,1.0,False
us,PRGDP,real_gdp,2009,4,2011,,year_after_next,2.0,9,prgdp_2009q2_2020q1,4.0,33,0.1556060606060606,0.1556060606060606,0.1556060606060606,28,28,0.8484848484848485,0.8484848484848485,False
us,PRGDP,real_gdp,2009,4,2011,,year_after_next,2.0,9,prgdp_2009q2_2020q1,5.0,33,0.02621212121212121,0.02621212121212121,0.02621212121212121,9,9,0.2727272727272727,0.2727272727272727,False
us,PRGDP,real_gdp,2009,4,2011,,year_after_next,2.0,9,prgdp_2009q2_2020q1,10.0,33,0.0,0.007424242424242425,,0,7,0.0,0.21212121212121213,True
us,PRGDP,real_gdp,2009,4,2012,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,3.0,26,0.46442307692307694,0.46442307692307694,0.46442307692307694,26,26,1.0,1.0,False
us,PRGDP,real_gdp,2009,4,2012,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,4.0,26,0.15326923076923077,0.15326923076923077,0.15326923076923077,20,20,0.7692307692307693,0.7692307692307693,False
us,PRGDP,real_gdp,2009,4,2012,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,5.0,26,0.03288461538461539,0.03288461538461539,0.03288461538461539,9,9,0.34615384615384615,0.34615384615384615,False
us,PRGDP,real_gdp,2009,4,2012,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,10.0,26,0.0,0.012884615384615383,,0,7,0.0,0.2692307692307692,True
us,PRGDP,real_gdp,2010,1,2010,,current_year,0.0,4,prgdp_2009q2_2020q1,3.0,39,0.4412820512820512,0.4412820512820512,0.4412820512820512,38,38,0.9743589743589743,0.9743589743589743,False
us,PRGDP,real_gdp,2010,1,2010,,current_year,0.0,4,prgdp_2009q2_2020q1,4.0,39,0.10666666666666667,0.10666666666666667,0.10666666666666665,23,23,0.5897435897435898,0.5897435897435898,False
us,PRGDP,real_gdp,2010,1,2010,,current_year,0.0,4,prgdp_2009q2_2020q1,5.0,39,0.02794871794871795,0.02794871794871795,0.02794871794871795,10,10,0.2564102564102564,0.2564102564102564,False
us,PRGDP,real_gdp,2010,1,2010,,current_year,0.0,4,prgdp_2009q2_2020q1,10.0,39,0.0,0.010256410256410256,,0,7,0.0,0.1794871794871795,True
us,PRGDP,real_gdp,2010,1,2011,,next_year,1.0,8,prgdp_2009q2_2020q1,3.0,38,0.4718421052631579,0.4718421052631579,0.4718421052631579,38,38,1.0,1.0,False
us,PRGDP,real_gdp,2010,1,2011,,next_year,1.0,8,prgdp_2009q2_2020q1,4.0,38,0.15973684210526315,0.15973684210526315,0.15973684210526315,28,28,0.7368421052631579,0.7368421052631579,False
us,PRGDP,real_gdp,2010,1,2011,,next_year,1.0,8,prgdp_2009q2_2020q1,5.0,38,0.03578947368421054,0.03578947368421054,0.03578947368421054,12,12,0.3157894736842105,0.3157894736842105,False
us,PRGDP,real_gdp,2010,1,2011,,next_year,1.0,8,prgdp_2009q2_2020q1,10.0,38,0.0,0.010263157894736842,,0,9,0.0,0.23684210526315788,True
us,PRGDP,real_gdp,2010,1,2012,,year_after_next,2.0,12,prgdp_2009q2_2020q1,3.0,27,0.5364814814814814,0.5364814814814814,0.5364814814814814,27,27,1.0,1.0,False
us,PRGDP,real_gdp,2010,1,2012,,year_after_next,2.0,12,prgdp_2009q2_2020q1,4.0,27,0.1961111111111111,0.1961111111111111,0.1961111111111111,24,24,0.8888888888888888,0.8888888888888888,False
us,PRGDP,real_gdp,2010,1,2012,,year_after_next,2.0,12,prgdp_2009q2_2020q1,5.0,27,0.055370370370370375,0.055370370370370375,0.055370370370370375,13,13,0.48148148148148145,0.48148148148148145,False
us,PRGDP,real_gdp,2010,1,2012,,year_after_next,2.0,12,prgdp_2009q2_2020q1,10.0,27,0.0,0.010740740740740742,,0,8,0.0,0.2962962962962963,True
us,PRGDP,real_gdp,2010,1,2013,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,3.0,26,0.4784615384615385,0.4784615384615385,0.4784615384615385,26,26,1.0,1.0,False
us,PRGDP,real_gdp,2010,1,2013,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,4.0,26,0.1925,0.1925,0.1925,22,22,0.8461538461538461,0.8461538461538461,False
us,PRGDP,real_gdp,2010,1,2013,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,5.0,26,0.06403846153846154,0.06403846153846154,0.06403846153846154,11,11,0.4230769230769231,0.4230769230769231,False
us,PRGDP,real_gdp,2010,1,2013,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,10.0,26,0.0,0.01230769230769231,,0,8,0.0,0.3076923076923077,True
us,PRGDP,real_gdp,2010,2,2010,,current_year,0.0,3,prgdp_2009q2_2020q1,3.0,37,0.651918918918919,0.651918918918919,0.651918918918919,37,37,1.0,1.0,False
us,PRGDP,real_gdp,2010,2,2010,,current_year,0.0,3,prgdp_2009q2_2020q1,4.0,37,0.12404864864864863,0.12404864864864863,0.12404864864864863,27,27,0.7297297297297297,0.7297297297297297,False
us,PRGDP,real_gdp,2010,2,2010,,current_year,0.0,3,prgdp_2009q2_2020q1,5.0,37,0.022902702702702706,0.022902702702702706,0.022902702702702706,11,11,0.2972972972972973,0.2972972972972973,False
us,PRGDP,real_gdp,2010,2,2010,,current_year,0.0,3,prgdp_2009q2_2020q1,10.0,37,0.0,0.005032432432432433,,0,5,0.0,0.13513513513513514,True
us,PRGDP,real_gdp,2010,2,2011,,next_year,1.0,7,prgdp_2009q2_2020q1,3.0,38,0.5022894736842106,0.5022894736842106,0.5022894736842106,38,38,1.0,1.0,False
us,PRGDP,real_gdp,2010,2,2011,,next_year,1.0,7,prgdp_2009q2_2020q1,4.0,38,0.14872105263157895,0.14872105263157895,0.14872105263157895,27,27,0.7105263157894737,0.7105263157894737,False
us,PRGDP,real_gdp,2010,2,2011,,next_year,1.0,7,prgdp_2009q2_2020q1,5.0,38,0.0341,0.0341,0.0341,12,12,0.3157894736842105,0.3157894736842105,False
us,PRGDP,real_gdp,2010,2,2011,,next_year,1.0,7,prgdp_2009q2_2020q1,10.0,38,0.0,0.008263157894736844,,0,10,0.0,0.2631578947368421,True
us,PRGDP,real_gdp,2010,2,2012,,year_after_next,2.0,11,prgdp_2009q2_2020q1,3.0,29,0.5433931034482758,0.5433931034482758,0.5433931034482758,29,29,1.0,1.0,False
us,PRGDP,real_gdp,2010,2,2012,,year_after_next,2.0,11,prgdp_2009q2_2020q1,4.0,29,0.19702068965517247,0.19702068965517247,0.19702068965517247,27,27,0.9310344827586207,0.9310344827586207,False
us,PRGDP,real_gdp,2010,2,2012,,year_after_next,2.0,11,prgdp_2009q2_2020q1,5.0,29,0.04353103448275863,0.04353103448275863,0.04353103448275863,14,14,0.4827586206896552,0.4827586206896552,False
us,PRGDP,real_gdp,2010,2,2012,,year_after_next,2.0,11,prgdp_2009q2_2020q1,10.0,29,0.0,0.010806896551724138,,0,10,0.0,0.3448275862068966,True
us,PRGDP,real_gdp,2010,2,2013,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,3.0,27,0.4884148148148147,0.4884148148148147,0.4884148148148147,27,27,1.0,1.0,False
us,PRGDP,real_gdp,2010,2,2013,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,4.0,27,0.1913925925925926,0.1913925925925926,0.1913925925925926,21,21,0.7777777777777778,0.7777777777777778,False
us,PRGDP,real_gdp,2010,2,2013,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,5.0,27,0.04712592592592593,0.04712592592592593,0.04712592592592593,13,13,0.48148148148148145,0.48148148148148145,False
us,PRGDP,real_gdp,2010,2,2013,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,10.0,27,0.0,0.011874074074074077,,0,9,0.0,0.3333333333333333,True
us,PRGDP,real_gdp,2010,3,2010,,current_year,0.0,2,prgdp_2009q2_2020q1,3.0,33,0.4151293515503242,0.4151293515503242,0.4151293515503242,32,32,0.9696969696969697,0.9696969696969697,False
us,PRGDP,real_gdp,2010,3,2010,,current_year,0.0,2,prgdp_2009q2_2020q1,4.0,33,0.055933402465721864,0.055933402465721864,0.055933402465721864,14,14,0.42424242424242425,0.42424242424242425,False
us,PRGDP,real_gdp,2010,3,2010,,current_year,0.0,2,prgdp_2009q2_2020q1,5.0,33,0.012121212121212121,0.012121212121212121,0.012121212121212121,5,5,0.15151515151515152,0.15151515151515152,False
us,PRGDP,real_gdp,2010,3,2010,,current_year,0.0,2,prgdp_2009q2_2020q1,10.0,33,0.0,0.0030303030303030303,,0,1,0.0,0.030303030303030304,True
us,PRGDP,real_gdp,2010,3,2011,,next_year,1.0,6,prgdp_2009q2_2020q1,3.0,32,0.34498233233233233,0.34498233233233233,0.34498233233233233,31,31,0.96875,0.96875,False
us,PRGDP,real_gdp,2010,3,2011,,next_year,1.0,6,prgdp_2009q2_2020q1,4.0,32,0.06944177927927928,0.06944177927927928,0.06944177927927928,17,17,0.53125,0.53125,False
us,PRGDP,real_gdp,2010,3,2011,,next_year,1.0,6,prgdp_2009q2_2020q1,5.0,32,0.020825075075075077,0.020825075075075077,0.020825075075075077,10,10,0.3125,0.3125,False
us,PRGDP,real_gdp,2010,3,2011,,next_year,1.0,6,prgdp_2009q2_2020q1,10.0,32,0.0,0.004588713713713714,,0,6,0.0,0.1875,True
us,PRGDP,real_gdp,2010,3,2012,,year_after_next,2.0,10,prgdp_2009q2_2020q1,3.0,23,0.4935221060135799,0.4935221060135799,0.4935221060135799,23,23,1.0,1.0,False
us,PRGDP,real_gdp,2010,3,2012,,year_after_next,2.0,10,prgdp_2009q2_2020q1,4.0,23,0.1854363040435391,0.1854363040435391,0.1854363040435391,19,19,0.8260869565217391,0.8260869565217391,False
us,PRGDP,real_gdp,2010,3,2012,,year_after_next,2.0,10,prgdp_2009q2_2020q1,5.0,23,0.052741639498187325,0.052741639498187325,0.052741639498187325,11,11,0.4782608695652174,0.4782608695652174,False
us,PRGDP,real_gdp,2010,3,2012,,year_after_next,2.0,10,prgdp_2009q2_2020q1,10.0,23,0.0,0.016720586317519104,,0,8,0.0,0.34782608695652173,True
us,PRGDP,real_gdp,2010,3,2013,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,3.0,22,0.4705920578669753,0.4705920578669753,0.4705920578669753,22,22,1.0,1.0,False
us,PRGDP,real_gdp,2010,3,2013,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,4.0,22,0.1871164645756088,0.1871164645756088,0.1871164645756088,17,17,0.7727272727272727,0.7727272727272727,False
us,PRGDP,real_gdp,2010,3,2013,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,5.0,22,0.054852812724904124,0.054852812724904124,0.054852812724904124,9,9,0.4090909090909091,0.4090909090909091,False
us,PRGDP,real_gdp,2010,3,2013,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,10.0,22,0.0,0.01844125572793776,,0,7,0.0,0.3181818181818182,True
us,PRGDP,real_gdp,2010,4,2010,,current_year,0.0,1,prgdp_2009q2_2020q1,3.0,42,0.19406972792517346,0.19406972792517346,0.19406972792517346,34,34,0.8095238095238095,0.8095238095238095,False
us,PRGDP,real_gdp,2010,4,2010,,current_year,0.0,1,prgdp_2009q2_2020q1,4.0,42,0.04089535143990589,0.04089535143990589,0.04089535143990589,9,9,0.21428571428571427,0.21428571428571427,False
us,PRGDP,real_gdp,2010,4,2010,,current_year,0.0,1,prgdp_2009q2_2020q1,5.0,42,0.011042913815191045,0.011042913815191045,0.011042913815191045,7,7,0.16666666666666666,0.16666666666666666,False
us,PRGDP,real_gdp,2010,4,2010,,current_year,0.0,1,prgdp_2009q2_2020q1,10.0,42,0.0,0.002569066430452569,,0,2,0.0,0.047619047619047616,True
us,PRGDP,real_gdp,2010,4,2011,,next_year,1.0,5,prgdp_2009q2_2020q1,3.0,42,0.30250476190476194,0.30250476190476194,0.30250476190476194,38,38,0.9047619047619048,0.9047619047619048,False
us,PRGDP,real_gdp,2010,4,2011,,next_year,1.0,5,prgdp_2009q2_2020q1,4.0,42,0.06235952380952381,0.06235952380952381,0.06235952380952381,23,23,0.5476190476190477,0.5476190476190477,False
us,PRGDP,real_gdp,2010,4,2011,,next_year,1.0,5,prgdp_2009q2_2020q1,5.0,42,0.015338095238095237,0.015338095238095237,0.015338095238095237,10,10,0.23809523809523808,0.23809523809523808,False
us,PRGDP,real_gdp,2010,4,2011,,next_year,1.0,5,prgdp_2009q2_2020q1,10.0,42,0.0,0.003552380952380953,,0,8,0.0,0.19047619047619047,True
us,PRGDP,real_gdp,2010,4,2012,,year_after_next,2.0,9,prgdp_2009q2_2020q1,3.0,32,0.4596736586158616,0.4596736586158616,0.4596736586158616,32,32,1.0,1.0,False
us,PRGDP,real_gdp,2010,4,2012,,year_after_next,2.0,9,prgdp_2009q2_2020q1,4.0,32,0.15345402415241524,0.15345402415241524,0.15345402415241524,24,24,0.75,0.75,False
us,PRGDP,real_gdp,2010,4,2012,,year_after_next,2.0,9,prgdp_2009q2_2020q1,5.0,32,0.03795663316331633,0.03795663316331633,0.03795663316331633,14,14,0.4375,0.4375,False
us,PRGDP,real_gdp,2010,4,2012,,year_after_next,2.0,9,prgdp_2009q2_2020q1,10.0,32,0.0,0.0074094634463446355,,0,9,0.0,0.28125,True
us,PRGDP,real_gdp,2010,4,2013,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,3.0,31,0.48620322580645164,0.48620322580645164,0.4862032258064516,31,31,1.0,1.0,False
us,PRGDP,real_gdp,2010,4,2013,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,4.0,31,0.19074516129032257,0.19074516129032257,0.19074516129032257,24,24,0.7741935483870968,0.7741935483870968,False
us,PRGDP,real_gdp,2010,4,2013,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,5.0,31,0.06730645161290323,0.06730645161290323,0.06730645161290323,17,17,0.5483870967741935,0.5483870967741935,False
us,PRGDP,real_gdp,2010,4,2013,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,10.0,31,0.0,0.010748387096774194,,0,11,0.0,0.3548387096774194,True
us,PRGDP,real_gdp,2011,1,2011,,current_year,0.0,4,prgdp_2009q2_2020q1,3.0,41,0.63035167962375,0.63035167962375,0.63035167962375,41,41,1.0,1.0,False
us,PRGDP,real_gdp,2011,1,2011,,current_year,0.0,4,prgdp_2009q2_2020q1,4.0,41,0.17856060142722188,0.17856060142722188,0.17856060142722188,35,35,0.8536585365853658,0.8536585365853658,False
us,PRGDP,real_gdp,2011,1,2011,,current_year,0.0,4,prgdp_2009q2_2020q1,5.0,41,0.03446935290570862,0.03446935290570862,0.03446935290570862,18,18,0.43902439024390244,0.43902439024390244,False
us,PRGDP,real_gdp,2011,1,2011,,current_year,0.0,4,prgdp_2009q2_2020q1,10.0,41,0.0,0.0068158624212915535,,0,10,0.0,0.24390243902439024,True
us,PRGDP,real_gdp,2011,1,2012,,next_year,1.0,8,prgdp_2009q2_2020q1,3.0,40,0.5934361291992545,0.5934361291992545,0.5934361291992545,40,40,1.0,1.0,False
us,PRGDP,real_gdp,2011,1,2012,,next_year,1.0,8,prgdp_2009q2_2020q1,4.0,40,0.20548101096704313,0.20548101096704313,0.20548101096704313,33,33,0.825,0.825,False
us,PRGDP,real_gdp,2011,1,2012,,next_year,1.0,8,prgdp_2009q2_2020q1,5.0,40,0.057310000637155745,0.057310000637155745,0.057310000637155745,22,22,0.55,0.55,False
us,PRGDP,real_gdp,2011,1,2012,,next_year,1.0,8,prgdp_2009q2_2020q1,10.0,40,0.0,0.012180555838735885,,0,14,0.0,0.35,True
us,PRGDP,real_gdp,2011,1,2013,,year_after_next,2.0,12,prgdp_2009q2_2020q1,3.0,31,0.5299828941499228,0.5299828941499228,0.5299828941499228,31,31,1.0,1.0,False
us,PRGDP,real_gdp,2011,1,2013,,year_after_next,2.0,12,prgdp_2009q2_2020q1,4.0,31,0.18090811149465028,0.18090811149465028,0.18090811149465028,28,28,0.9032258064516129,0.9032258064516129,False
us,PRGDP,real_gdp,2011,1,2013,,year_after_next,2.0,12,prgdp_2009q2_2020q1,5.0,31,0.05074432784572376,0.05074432784572376,0.05074432784572376,17,17,0.5483870967741935,0.5483870967741935,False
us,PRGDP,real_gdp,2011,1,2013,,year_after_next,2.0,12,prgdp_2009q2_2020q1,10.0,31,0.0,0.017942336689672513,,0,11,0.0,0.3548387096774194,True
us,PRGDP,real_gdp,2011,1,2014,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,3.0,29,0.5169448275862071,0.5169448275862071,0.516944827586207,29,29,1.0,1.0,False
us,PRGDP,real_gdp,2011,1,2014,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,4.0,29,0.15447586206896552,0.15447586206896552,0.15447586206896552,22,22,0.7586206896551724,0.7586206896551724,False
us,PRGDP,real_gdp,2011,1,2014,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,5.0,29,0.04283448275862069,0.04283448275862069,0.04283448275862069,15,15,0.5172413793103449,0.5172413793103449,False
us,PRGDP,real_gdp,2011,1,2014,,three_years_ahead,3.0,16,prgdp_2009q2_2020q1,10.0,29,0.0,0.012772413793103447,,0,11,0.0,0.3793103448275862,True
us,PRGDP,real_gdp,2011,2,2011,,current_year,0.0,3,prgdp_2009q2_2020q1,3.0,41,0.3603731707317073,0.3603731707317073,0.3603731707317073,40,40,0.975609756097561,0.975609756097561,False
us,PRGDP,real_gdp,2011,2,2011,,current_year,0.0,3,prgdp_2009q2_2020q1,4.0,41,0.08818048780487804,0.08818048780487804,0.08818048780487804,26,26,0.6341463414634146,0.6341463414634146,False
us,PRGDP,real_gdp,2011,2,2011,,current_year,0.0,3,prgdp_2009q2_2020q1,5.0,41,0.025092682926829268,0.025092682926829268,0.025092682926829268,12,12,0.2926829268292683,0.2926829268292683,False
us,PRGDP,real_gdp,2011,2,2011,,current_year,0.0,3,prgdp_2009q2_2020q1,10.0,41,0.0,0.007200000000000001,,0,8,0.0,0.1951219512195122,True
us,PRGDP,real_gdp,2011,2,2012,,next_year,1.0,7,prgdp_2009q2_2020q1,3.0,40,0.5013949999999999,0.5013949999999999,0.5013949999999999,40,40,1.0,1.0,False
us,PRGDP,real_gdp,2011,2,2012,,next_year,1.0,7,prgdp_2009q2_2020q1,4.0,40,0.18115,0.18115,0.18115,31,31,0.775,0.775,False
us,PRGDP,real_gdp,2011,2,2012,,next_year,1.0,7,prgdp_2009q2_2020q1,5.0,40,0.0433925,0.0433925,0.0433925,21,21,0.525,0.525,False
us,PRGDP,real_gdp,2011,2,2012,,next_year,1.0,7,prgdp_2009q2_2020q1,10.0,40,0.0,0.01034,,0,10,0.0,0.25,True
us,PRGDP,real_gdp,2011,2,2013,,year_after_next,2.0,11,prgdp_2009q2_2020q1,3.0,29,0.449751724137931,0.449751724137931,0.449751724137931,29,29,1.0,1.0,False
us,PRGDP,real_gdp,2011,2,2013,,year_after_next,2.0,11,prgdp_2009q2_2020q1,4.0,29,0.15424827586206896,0.15424827586206896,0.15424827586206896,22,22,0.7586206896551724,0.7586206896551724,False
us,PRGDP,real_gdp,2011,2,2013,,year_after_next,2.0,11,prgdp_2009q2_2020q1,5.0,29,0.04319310344827586,0.04319310344827586,0.04319310344827586,16,16,0.5517241379310345,0.5517241379310345,False
us,PRGDP,real_gdp,2011,2,2013,,year_after_next,2.0,11,prgdp_2009q2_2020q1,10.0,29,0.0,0.012344827586206896,,0,12,0.0,0.41379310344827586,True
us,PRGDP,real_gdp,2011,2,2014,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,3.0,28,0.48493214285714287,0.48493214285714287,0.48493214285714287,27,27,0.9642857142857143,0.9642857142857143,False
us,PRGDP,real_gdp,2011,2,2014,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,4.0,28,0.14728214285714286,0.14728214285714286,0.14728214285714286,20,20,0.7142857142857143,0.7142857142857143,False
us,PRGDP,real_gdp,2011,2,2014,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,5.0,28,0.04615714285714286,0.04615714285714286,0.04615714285714286,16,16,0.5714285714285714,0.5714285714285714,False
us,PRGDP,real_gdp,2011,2,2014,,three_years_ahead,3.0,15,prgdp_2009q2_2020q1,10.0,28,0.0,0.013157142857142859,,0,13,0.0,0.4642857142857143,True
us,PRGDP,real_gdp,2011,3,2011,,current_year,0.0,2,prgdp_2009q2_2020q1,3.0,35,0.05187428571428571,0.05187428571428571,0.05187428571428571,16,16,0.45714285714285713,0.45714285714285713,False
us,PRGDP,real_gdp,2011,3,2011,,current_year,0.0,2,prgdp_2009q2_2020q1,4.0,35,0.01102857142857143,0.01102857142857143,0.01102857142857143,8,8,0.22857142857142856,0.22857142857142856,False
us,PRGDP,real_gdp,2011,3,2011,,current_year,0.0,2,prgdp_2009q2_2020q1,5.0,35,0.002485714285714286,0.002485714285714286,0.002485714285714286,3,3,0.08571428571428572,0.08571428571428572,False
us,PRGDP,real_gdp,2011,3,2011,,current_year,0.0,2,prgdp_2009q2_2020q1,10.0,35,0.0,0.0006285714285714285,,0,2,0.0,0.05714285714285714,True
us,PRGDP,real_gdp,2011,3,2012,,next_year,1.0,6,prgdp_2009q2_2020q1,3.0,34,0.20651856562444795,0.20651856562444795,0.20651856562444795,30,30,0.8823529411764706,0.8823529411764706,False
us,PRGDP,real_gdp,2011,3,2012,,next_year,1.0,6,prgdp_2009q2_2020q1,4.0,34,0.06060317965023848,0.06060317965023848,0.06060317965023848,17,17,0.5,0.5,False
us,PRGDP,real_gdp,2011,3,2012,,next_year,1.0,6,prgdp_2009q2_2020q1,5.0,34,0.015848413119001356,0.015848413119001356,0.015848413119001356,8,8,0.23529411764705882,0.23529411764705882,False
us,PRGDP,real_gdp,2011,3,2012,,next_year,1.0,6,prgdp_2009q2_2020q1,10.0,34,0.0,0.004523971029853383,,0,6,0.0,0.17647058823529413,True
us,PRGDP,real_gdp,2011,3,2013,,year_after_next,2.0,10,prgdp_2009q2_2020q1,3.0,26,0.35110046876200723,0.35110046876200723,0.35110046876200723,23,23,0.8846153846153846,0.8846153846153846,False
us,PRGDP,real_gdp,2011,3,2013,,year_after_next,2.0,10,prgdp_2009q2_2020q1,4.0,26,0.11610431107354181,0.11610431107354181,0.11610431107354181,18,18,0.6923076923076923,0.6923076923076923,False
us,PRGDP,real_gdp,2011,3,2013,,year_after_next,2.0,10,prgdp_2009q2_2020q1,5.0,26,0.028967770690847612,0.028967770690847612,0.028967770690847612,11,11,0.4230769230769231,0.4230769230769231,False
us,PRGDP,real_gdp,2011,3,2013,,year_after_next,2.0,10,prgdp_2009q2_2020q1,10.0,26,0.0,0.005437962037962039,,0,6,0.0,0.23076923076923078,True
us,PRGDP,real_gdp,2011,3,2014,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,3.0,24,0.44733333333333336,0.44733333333333336,0.44733333333333336,24,24,1.0,1.0,False
us,PRGDP,real_gdp,2011,3,2014,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,4.0,24,0.15640833333333334,0.15640833333333334,0.15640833333333334,18,18,0.75,0.75,False
us,PRGDP,real_gdp,2011,3,2014,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,5.0,24,0.0476,0.0476,0.0476,11,11,0.4583333333333333,0.4583333333333333,False
us,PRGDP,real_gdp,2011,3,2014,,three_years_ahead,3.0,14,prgdp_2009q2_2020q1,10.0,24,0.0,0.014708333333333335,,0,8,0.0,0.3333333333333333,True
us,PRGDP,real_gdp,2011,4,2011,,current_year,0.0,1,prgdp_2009q2_2020q1,3.0,44,0.020272727272727276,0.020272727272727276,0.020272727272727276,12,12,0.2727272727272727,0.2727272727272727,False
us,PRGDP,real_gdp,2011,4,2011,,current_year,0.0,1,prgdp_2009q2_2020q1,4.0,44,0.0021818181818181823,0.0021818181818181823,0.0021818181818181823,5,5,0.11363636363636363,0.11363636363636363,False
us,PRGDP,real_gdp,2011,4,2011,,current_year,0.0,1,prgdp_2009q2_2020q1,5.0,44,0.00022727272727272733,0.00022727272727272733,0.00022727272727272733,1,1,0.022727272727272728,0.022727272727272728,False
us,PRGDP,real_gdp,2011,4,2011,,current_year,0.0,1,prgdp_2009q2_2020q1,10.0,44,0.0,0.00011363636363636366,,0,1,0.0,0.022727272727272728,True
us,PRGDP,real_gdp,2011,4,2012,,next_year,1.0,5,prgdp_2009q2_2020q1,3.0,44,0.20815909090909096,0.20815909090909096,0.20815909090909093,35,35,0.7954545454545454,0.7954545454545454,False
us,PRGDP,real_gdp,2011,4,2012,,next_year,1.0,5,prgdp_2009q2_2020q1,4.0,44,0.060572727272727285,0.060572727272727285,0.060572727272727285,22,22,0.5,0.5,False
us,PRGDP,real_gdp,2011,4,2012,,next_year,1.0,5,prgdp_2009q2_2020q1,5.0,44,0.013086363636363639,0.013086363636363639,0.013086363636363639,10,10,0.22727272727272727,0.22727272727272727,False
us,PRGDP,real_gdp,2011,4,2012,,next_year,1.0,5,prgdp_2009q2_2020q1,10.0,44,0.0,0.002777272727272727,,0,4,0.0,0.09090909090909091,True
us,PRGDP,real_gdp,2011,4,2013,,year_after_next,2.0,9,prgdp_2009q2_2020q1,3.0,33,0.36023030303030307,0.36023030303030307,0.360230303030303,31,31,0.9393939393939394,0.9393939393939394,False
us,PRGDP,real_gdp,2011,4,2013,,year_after_next,2.0,9,prgdp_2009q2_2020q1,4.0,33,0.12448484848484848,0.12448484848484848,0.12448484848484848,22,22,0.6666666666666666,0.6666666666666666,False
us,PRGDP,real_gdp,2011,4,2013,,year_after_next,2.0,9,prgdp_2009q2_2020q1,5.0,33,0.03384848484848486,0.03384848484848486,0.03384848484848486,14,14,0.42424242424242425,0.42424242424242425,False
us,PRGDP,real_gdp,2011,4,2013,,year_after_next,2.0,9,prgdp_2009q2_2020q1,10.0,33,0.0,0.006090909090909091,,0,6,0.0,0.18181818181818182,True
us,PRGDP,real_gdp,2011,4,2014,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,3.0,30,0.4934233333333334,0.4934233333333334,0.4934233333333334,29,29,0.9666666666666667,0.9666666666666667,False
us,PRGDP,real_gdp,2011,4,2014,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,4.0,30,0.21133666666666664,0.21133666666666664,0.21133666666666664,24,24,0.8,0.8,False
us,PRGDP,real_gdp,2011,4,2014,,three_years_ahead,3.0,13,prgdp_2009q2_2020q1,5.0,30,0.07292333333333331,0.07292333333333331,0.07292333333333331,17,17,0.5666666666666667,0.5666666666666667,False
